TP9,AF7,AF8,TP10,Right AUX
-6.348,51.758,-24.414,4.395,-9.277
-12.207,55.664,-65.918,3.906,-27.832
1.953,49.805,61.523,8.789,11.719
20.508,54.688,159.18,19.531,67.871
24.902,59.57,117.188,26.855,72.754
24.902,60.547,-26.855,28.809,71.777
19.043,60.059,-60.059,24.902,5.859
28.809,61.523,98.633,21.973,-5.371
40.527,62.988,152.832,24.902,72.266
31.738,58.594,135.254,25.879,89.355
24.414,57.617,36.133,22.461,69.336
12.207,58.105,-58.105,19.531,55.664
14.648,58.105,31.738,21.484,28.809
29.297,58.105,97.168,19.043,49.316
30.273,58.594,112.305,15.137,15.625
20.508,59.57,60.059,13.672,-21.973
3.418,55.176,-49.805,11.719,38.086
-5.859,51.27,11.23,13.672,60.059
7.324,50.293,97.656,12.695,22.949
21.973,53.223,150.879,11.23,34.18
13.184,54.199,108.398,5.371,54.688
-5.371,50.293,-45.898,-2.93,-24.414
-14.648,50.293,15.137,-8.301,-23.926
-3.418,54.199,104.004,-10.742,66.895
1.953,48.828,128.418,-9.277,38.086
-9.277,46.875,91.309,-12.207,-13.672
-20.02,50.781,-44.434,-9.277,23.926
-22.461,46.875,0,-6.348,53.223
-3.906,43.945,89.844,-6.348,45.898
9.277,46.387,75.684,-5.859,23.438
10.742,46.875,100.098,-5.371,13.184
2.93,45.898,42.969,-2.93,38.574
-6.348,49.316,-0.488,-1.465,59.57
4.883,51.27,40.527,-3.906,-8.301
23.438,50.293,166.016,-2.441,11.23
23.926,49.805,133.789,-3.418,15.137
14.648,49.316,-47.363,-5.859,-46.387
12.695,49.805,-38.574,-11.23,-0.488
12.207,47.363,66.406,-14.16,14.16
10.742,45.898,154.785,-8.301,55.176
10.254,46.875,97.656,-7.324,58.594
2.441,43.945,-83.008,-15.137,-10.254
-8.789,42.969,-69.336,-22.461,17.578
-10.254,43.457,47.852,-20.996,19.043
-0.977,39.062,137.207,-20.996,50.781
8.301,41.016,98.145,-17.578,71.289
-2.93,42.48,-50.781,-16.113,25.391
-13.672,41.504,-93.75,-20.02,24.902
-0.977,41.992,6.348,-18.555,-55.664
3.418,32.227,125,-19.531,-54.688
2.441,29.785,123.535,-14.648,65.43
-2.93,35.156,-15.625,-20.02,95.703
-16.602,35.156,-104.492,-37.109,45.41
-19.043,33.203,1.465,-37.109,4.883
-7.812,32.715,99.609,-26.855,29.785
-3.418,33.691,85.449,-23.926,-6.348
-12.207,36.621,17.09,-27.344,-9.277
-27.832,39.062,-81.543,-31.738,12.695
-22.949,39.551,20.02,-35.645,53.223
-4.395,33.691,88.379,-32.715,15.137
-3.906,30.762,109.375,-24.902,-53.711
-17.578,30.762,72.266,-23.926,5.371
-23.438,33.203,-30.273,-25.879,68.359
-23.438,34.18,16.602,-23.926,74.219
-17.578,31.25,105.957,-25.879,48.34
-13.184,27.344,131.348,-29.297,35.156
-28.32,18.555,72.754,-36.621,-8.301
-49.316,6.348,-28.32,-47.852,30.273
-53.223,-1.953,5.371,-49.805,38.574
-47.852,-6.348,117.676,-55.664,26.367
-36.621,-3.418,151.367,-57.617,22.461
-34.18,1.465,104.492,-54.688,14.16
-50.293,3.906,-18.555,-56.641,-33.691
-59.082,2.93,23.438,-57.617,-2.441
-46.387,-1.465,146.973,-48.34,57.129
-28.809,-0.977,152.344,-38.574,34.668
-29.785,4.395,130.859,-37.598,13.184
-47.363,10.254,37.598,-38.086,-6.836
-55.664,8.789,18.066,-40.527,6.348
-44.434,9.766,154.297,-35.645,14.648
-29.785,15.137,181.641,-27.832,36.133
-34.18,12.207,163.574,-26.855,63.965
-45.41,10.254,104.492,-28.32,47.363
-48.828,15.625,32.227,-31.25,-35.156
-47.852,18.066,163.086,-35.645,-34.18
-31.738,20.02,269.531,-28.32,71.777
-25.879,20.508,211.426,-19.043,62.988
-40.527,26.367,72.754,-17.09,12.695
-38.086,31.25,68.848,-17.09,20.02
-22.949,29.297,194.336,-8.789,61.523
-8.301,29.297,259.277,-5.371,30.273
4.395,33.203,259.277,-5.859,62.012
-0.977,31.738,121.094,1.953,65.918
-14.648,32.227,72.754,-2.93,26.367
-9.277,36.621,181.641,-9.277,24.902
2.93,38.574,257.812,-5.859,52.734
11.719,39.551,251.465,-3.906,89.844
6.836,39.551,152.344,2.441,34.18
-9.277,42.48,81.055,1.465,-10.254
-13.184,41.504,174.316,-8.301,-12.695
5.859,42.969,254.395,-5.371,45.41
14.648,46.387,248.535,-1.953,62.988
3.906,50.781,199.707,-1.465,28.32
-7.812,55.664,101.562,0.488,36.133
-8.789,57.617,169.922,0.977,27.832
-1.953,53.711,267.09,3.906,28.809
1.465,57.129,226.562,4.883,61.523
3.906,65.918,206.543,5.859,21.484
-8.301,65.918,156.25,5.859,-5.859
-12.695,64.453,177.246,0.488,51.758
1.953,62.988,257.812,-0.977,110.352
7.324,61.523,260.254,8.789,50.293
1.465,57.129,226.562,9.277,5.859
-4.883,57.617,101.562,4.395,3.906
-5.859,60.547,127.441,5.859,-6.348
1.465,58.594,259.277,9.277,15.137
18.066,60.059,236.328,13.672,25.879
21.973,58.594,156.738,17.578,63.965
15.625,55.176,166.992,15.137,53.223
