TP9,AF7,AF8,TP10,Right AUX
41.992,38.574,137.695,33.691,6.348
38.574,41.504,-190.43,31.738,-27.832
30.273,39.062,-338.867,24.902,-33.203
34.668,35.645,-124.023,26.367,21.973
42.969,36.621,21.973,30.762,62.988
41.992,36.621,98.145,26.855,67.871
36.621,35.645,-64.941,24.902,-31.738
29.785,34.668,-180.176,26.367,-9.277
24.902,33.691,-197.754,21.484,50.781
28.809,36.621,-38.574,16.602,50.781
34.668,39.551,175.293,21.973,46.387
29.297,38.086,-126.465,24.902,9.277
26.367,38.574,-375,18.066,35.156
20.508,40.039,-250,18.066,15.625
22.461,36.621,-77.148,19.043,19.531
35.645,36.621,145.996,24.414,72.754
38.574,40.039,-49.316,29.785,20.996
30.273,36.621,-373.047,26.855,6.836
21.484,35.156,-418.945,22.949,45.41
26.367,37.598,-237.305,22.461,21.484
34.668,34.18,96.191,26.367,-0.977
33.691,28.809,-30.762,31.738,34.668
25.879,34.668,-424.805,31.738,91.797
22.949,38.086,-405.762,26.855,8.789
29.297,37.109,-198.73,27.832,-4.883
39.551,36.621,4.395,30.762,22.949
40.039,38.086,-95.215,35.156,12.695
23.438,40.527,-354.492,27.344,41.016
16.602,39.551,-466.309,15.137,45.41
24.414,37.598,-446.289,17.578,44.434
32.715,35.156,-140.625,19.043,21.973
32.715,34.668,-41.504,14.648,15.137
14.648,34.18,-459.961,7.324,19.531
8.301,37.598,-565.918,2.441,23.438
20.02,41.992,-350.098,9.766,-22.461
27.344,40.527,-33.691,14.648,12.695
32.227,40.039,-22.461,16.113,70.312
33.203,42.48,-343.262,20.508,64.453
14.648,35.156,-513.184,20.996,67.871
7.324,27.832,-463.379,23.438,39.062
31.738,27.344,-159.668,31.25,107.91
36.621,28.809,-141.113,27.832,85.449
17.09,30.273,-551.27,13.184,-16.113
4.883,32.227,-613.281,6.836,-4.883
14.648,34.18,-363.281,13.672,19.531
35.156,36.133,-176.758,24.414,44.434
39.551,37.109,-78.613,32.227,65.43
33.203,33.203,-364.258,32.715,29.297
23.926,32.227,-650.391,30.762,-15.137
19.531,34.668,-551.758,28.32,15.137
20.02,32.715,-308.594,26.367,20.02
23.438,33.691,-189.453,26.855,-41.016
22.461,33.691,-312.988,22.461,52.734
14.16,35.156,-620.605,14.648,118.164
15.625,37.109,-727.051,15.625,20.02
24.414,32.715,-412.109,18.066,-2.441
27.344,30.762,-92.773,15.625,37.109
20.508,33.203,-329.102,14.16,61.035
21.484,33.203,-656.25,10.254,7.324
19.531,31.738,-633.789,10.742,-17.09
20.508,29.785,-437.5,9.766,-3.906
31.25,28.809,-172.363,8.301,1.465
36.621,30.762,-417.969,11.719,-15.137
26.855,28.32,-713.379,10.254,-2.441
18.555,28.809,-548.828,7.324,63.477
32.227,29.785,-481.934,7.812,27.832
44.922,32.227,-233.398,9.277,-6.836
42.969,36.133,-236.328,15.137,17.09
29.785,38.086,-607.422,12.695,9.766
30.273,40.527,-545.41,10.254,-1.953
36.133,38.574,-319.824,11.719,-3.418
45.898,40.527,-86.426,15.137,24.902
47.363,41.504,-145.02,23.438,36.621
31.25,34.18,-448.73,22.461,20.508
27.344,36.621,-543.945,18.555,-4.883
34.18,40.039,-383.301,19.043,-25.879
45.41,38.086,-86.914,23.438,17.09
45.41,37.598,-124.023,25.879,3.418
34.18,34.668,-360.352,23.926,-12.695
22.461,33.203,-397.949,19.043,21.973
21.484,34.18,-214.355,14.648,62.012
23.438,30.273,-19.043,13.184,-4.883
14.16,22.949,26.855,10.742,-37.598
4.395,23.926,-189.941,14.648,35.156
-3.418,24.414,-369.141,12.207,18.066
-0.977,23.438,-281.738,6.348,-14.16
7.324,21.973,-8.789,9.277,-5.371
9.277,22.461,102.051,15.625,-19.531
5.371,26.855,-126.953,14.16,27.832
1.465,28.32,-402.832,13.184,29.297
3.906,26.367,-274.414,14.16,25.879
15.137,25.879,28.32,12.695,37.598
27.832,31.25,203.125,13.672,37.109
14.16,31.738,-99.609,15.625,50.293
-1.953,32.715,-413.574,17.09,69.336
7.324,33.203,-148.438,17.09,71.777
31.738,32.227,87.891,19.531,-14.16
45.41,35.156,236.328,26.855,-21.973
37.109,34.668,6.836,29.297,-31.738
21.484,34.18,-230.957,27.832,-4.883
18.066,30.762,-230.469,25.391,13.672
32.227,30.273,-93.262,21.484,-9.277
43.457,33.691,169.922,30.273,8.789
38.086,32.715,-16.602,37.109,-19.531
20.996,32.715,-334.961,30.762,-49.316
14.16,33.691,-171.387,23.926,19.043
27.832,32.715,34.18,27.832,21.484
39.062,33.203,295.898,33.203,23.926
36.621,33.691,114.746,25.879,29.297
28.32,39.062,-202.148,17.09,21.484
17.09,40.527,-210.449,16.113,47.363
26.367,40.527,-38.574,13.184,34.668
50.293,46.387,217.285,24.414,26.367
40.527,43.945,29.785,24.414,-3.906
9.766,40.039,-237.793,13.184,32.715
3.906,37.598,-137.695,10.742,57.129
8.789,33.203,14.648,8.789,28.809
