TP9,AF7,AF8,TP10,Right AUX
18.066,11.719,-4.395,-4.883,-48.34
33.691,20.996,2.441,1.953,19.531
24.902,21.973,6.836,5.859,40.039
13.672,15.625,5.859,3.906,18.066
6.836,12.695,2.441,-1.465,10.742
21.973,10.254,-7.324,-0.977,-13.672
42.969,4.883,-3.906,17.09,-9.766
26.367,9.766,5.859,11.23,15.137
6.348,12.207,5.859,-7.324,19.531
3.906,12.695,-4.883,-8.301,-5.859
11.23,12.207,-13.184,-13.184,-15.137
25.879,10.254,-8.789,-10.742,5.371
25.879,12.207,0.488,-0.977,32.715
20.508,11.23,2.441,3.906,-1.953
6.836,12.207,2.93,1.953,-38.574
5.371,11.23,0.488,-2.441,-29.297
29.297,9.277,1.465,2.441,-17.578
26.367,9.277,4.395,3.906,-7.812
8.789,11.23,3.418,2.441,18.066
0.977,14.648,-0.977,-4.395,32.715
5.371,14.16,-9.766,-16.602,5.371
24.414,8.301,-12.695,-14.16,-21.484
24.902,7.324,-7.324,-10.254,-12.207
13.184,5.859,1.465,-4.395,39.551
6.348,5.859,0,-1.465,29.297
7.324,4.395,3.418,-9.766,-30.273
24.902,0,9.277,-7.324,-13.184
26.367,-3.906,14.16,-1.465,53.223
16.602,-0.977,8.789,1.953,56.152
14.648,0.488,-3.418,1.465,25.391
12.695,-3.906,-5.371,-9.277,-7.812
28.32,-4.395,-12.207,-10.742,-1.465
35.156,-0.977,-8.789,-6.348,26.367
19.531,1.465,7.324,-8.301,42.48
13.672,0.488,3.418,-8.301,46.387
6.836,5.859,-3.418,-8.301,-5.859
20.02,4.883,-5.859,-10.742,-28.809
34.668,3.418,-3.418,-8.789,13.672
24.414,11.719,2.93,0,38.574
13.184,13.184,4.395,1.465,42.969
0.977,12.207,-2.93,-9.277,2.441
14.16,8.789,-11.719,-5.859,-14.648
25.391,6.836,-1.465,5.371,34.18
11.719,10.254,11.23,6.836,46.387
3.906,12.207,4.395,3.906,51.758
-6.836,12.695,0,-2.441,39.062
2.441,8.789,-3.418,-8.789,-6.348
20.996,8.301,-2.441,-5.859,9.277
9.766,13.672,4.883,1.465,38.086
2.93,13.184,5.371,4.395,53.223
0.488,17.578,-5.859,-1.953,30.273
7.812,20.508,-10.254,-9.766,-26.367
29.297,19.531,-1.465,0.488,-31.25
23.438,22.949,2.93,14.648,6.348
12.207,24.414,6.348,12.207,15.137
4.883,29.785,8.789,2.441,-8.301
9.277,32.715,9.766,0,20.508
37.109,26.855,-1.953,0.488,5.371
31.738,25.391,-2.93,-1.953,-4.395
12.695,27.832,16.602,3.418,41.992
11.719,26.855,15.625,4.395,21.973
14.648,25.879,4.395,-1.953,-11.719
35.156,23.438,8.301,5.371,9.766
34.18,21.973,16.113,9.277,29.785
20.996,22.949,15.137,10.742,36.133
10.742,22.949,4.883,2.441,20.508
7.324,20.02,2.93,-7.324,17.578
27.832,14.16,0.488,-1.953,15.137
26.367,18.066,3.418,-1.953,17.578
13.672,23.926,15.137,3.418,48.34
11.719,23.438,15.137,5.859,33.203
6.836,21.973,10.742,-4.395,-9.766
29.297,19.043,4.883,2.441,16.602
41.992,16.113,10.742,16.602,59.57
19.043,16.602,17.578,13.672,23.438
9.766,20.508,14.648,7.812,-15.625
6.348,24.414,10.742,6.836,-25.879
18.066,22.461,7.324,5.371,-39.062
27.344,18.555,8.301,5.859,2.93
17.578,19.043,14.16,2.93,53.223
16.113,17.578,10.742,0.977,21.484
12.695,18.555,7.324,-1.465,-41.016
20.02,16.113,3.418,-2.93,-71.289
27.344,10.254,6.348,-1.953,8.301
13.672,10.742,16.602,0.488,50.293
8.301,10.742,13.672,-0.977,-3.418
-0.977,8.789,10.742,-10.254,-24.414
11.719,7.324,8.301,-8.789,-21.484
28.32,6.348,6.348,-1.953,3.906
21.484,1.953,8.301,-1.465,37.598
11.719,-0.977,11.719,-8.789,30.762
3.418,2.441,10.254,-11.719,-8.789
19.531,0,0.488,-9.766,-20.508
42.48,-6.348,-1.465,0.977,-25.879
27.832,-7.812,13.184,8.301,6.348
19.531,-10.254,10.742,3.418,37.598
19.043,-12.207,5.859,-0.977,-1.465
20.996,-14.16,5.371,-5.859,-38.574
36.133,-15.625,5.371,-0.977,-6.836
26.855,-13.672,11.23,4.395,42.48
15.625,-13.672,10.742,1.953,50.781
9.277,-16.113,-0.977,-3.418,25.391
8.301,-18.066,-9.277,-11.23,0
28.32,-11.23,-8.789,-8.789,-1.465
34.668,-7.812,-0.977,7.324,48.828
20.02,-17.09,11.719,8.789,47.852
-5.859,-21.973,20.508,-12.207,0
-9.766,-17.09,15.137,-22.461,-9.766
20.508,-15.137,13.672,-11.23,-14.648
23.926,-13.184,19.531,0,24.902
10.254,-8.301,17.09,-2.93,57.617
4.395,-8.789,18.066,-8.789,20.02
7.812,-7.324,15.137,-12.207,-39.551
31.738,-3.418,3.418,-11.23,-18.066
36.621,-5.371,2.441,-6.348,16.113
15.137,-5.371,13.184,-2.441,9.766
2.93,-7.324,18.066,0.977,16.113
-1.953,-8.301,13.184,-4.883,32.715
15.625,-6.836,6.836,-7.812,18.066
28.809,-4.395,12.207,0.488,29.785
19.531,-1.953,11.23,4.395,47.852
9.277,-0.977,4.883,1.953,29.297
2.441,2.93,1.465,-1.465,-13.184
20.996,3.418,0.977,-0.977,-38.086
31.25,2.93,8.301,3.906,8.301
24.414,8.301,8.789,10.742,40.039
20.996,11.719,4.883,10.742,12.695
11.23,12.695,9.766,6.348,1.953
24.902,11.719,9.766,6.348,10.254
40.039,3.906,6.836,4.883,5.859
30.762,3.418,18.066,13.672,0.488
23.926,10.742,20.508,18.066,-0.977
10.254,12.207,15.137,6.348,5.371
16.113,4.395,8.301,0.488,-24.414
40.527,1.465,8.301,6.836,2.441
33.691,3.906,17.578,11.23,38.086
20.996,8.301,18.066,10.254,35.156
18.555,11.23,10.254,9.277,1.953
