TP9,AF7,AF8,TP10,Right AUX
4.883,22.949,8.789,23.926,35.156
19.531,22.461,5.371,28.32,66.406
20.508,19.531,11.23,25.391,33.691
30.273,14.16,21.484,37.109,-31.25
24.902,22.461,16.602,38.086,32.715
17.578,25.391,15.137,28.809,85.938
18.555,25.879,16.602,20.508,66.406
30.273,30.273,14.16,11.23,62.5
44.922,23.926,28.809,13.184,0.977
28.809,21.484,31.738,20.996,26.367
14.648,29.297,25.879,21.484,53.223
22.461,26.855,25.391,21.973,-24.902
38.086,25.391,32.715,23.438,13.184
39.551,27.344,40.527,27.832,40.527
17.09,24.902,38.086,18.555,43.945
9.766,24.902,33.203,8.301,97.656
9.277,24.414,28.32,8.789,11.23
12.207,26.367,20.996,5.859,-30.762
32.227,27.344,20.02,7.812,42.48
21.973,21.484,30.273,8.301,42.969
6.348,18.066,27.832,10.254,0.977
9.277,18.066,19.043,9.277,41.504
19.531,19.043,18.555,5.859,62.988
31.738,19.531,24.902,7.324,81.543
28.809,20.02,20.508,14.16,76.66
25.391,20.508,15.625,26.855,20.02
21.484,20.02,9.766,20.996,22.949
27.344,20.996,11.23,19.531,8.301
49.316,20.02,22.461,28.809,10.254
47.363,18.066,21.973,24.902,5.859
31.738,17.09,21.484,23.438,-0.488
19.043,14.16,20.508,21.484,46.387
39.062,12.207,12.207,26.855,41.992
49.805,16.602,20.508,23.926,18.066
35.645,15.137,25.391,20.02,46.387
25.391,9.277,21.973,23.926,47.363
12.695,10.254,21.973,23.926,27.832
31.25,13.672,21.973,23.926,14.648
34.668,12.695,22.461,24.414,8.789
21.484,8.789,23.438,23.926,47.852
16.602,5.859,20.02,21.973,20.02
2.93,6.348,14.648,11.23,-19.531
21.484,9.277,16.602,6.348,76.172
39.062,15.625,27.344,16.602,81.055
30.273,7.324,38.574,24.902,2.93
30.273,2.93,33.203,19.043,0
28.32,10.254,25.391,11.719,69.824
29.297,8.301,24.902,9.277,42.48
39.551,14.16,32.227,16.113,48.34
41.504,18.066,35.156,16.602,106.445
33.203,11.23,29.785,20.508,64.453
21.484,12.695,23.926,18.555,62.012
18.066,23.438,14.16,13.672,-7.324
31.25,22.461,12.207,15.625,-19.043
37.109,16.113,26.367,24.902,50.781
25.391,15.625,28.32,28.32,90.82
13.672,21.484,19.043,18.066,65.918
20.02,23.438,5.371,16.113,-4.395
23.438,19.531,3.906,15.137,-11.23
26.367,22.949,11.23,14.16,5.859
27.832,19.531,9.277,14.16,-21.973
12.695,12.207,6.836,7.812,22.949
-7.812,11.719,-0.977,-1.953,6.836
3.906,16.602,0,0,-47.363
25.879,29.297,10.254,5.371,14.16
17.09,32.715,9.766,4.395,22.949
12.207,29.297,13.672,5.859,-2.93
7.812,29.297,12.207,5.859,45.898
12.207,24.902,9.277,2.441,52.734
23.926,20.02,20.02,2.441,50.293
15.625,20.996,21.484,9.766,52.246
20.508,22.461,17.578,12.695,-4.395
14.16,21.973,11.719,4.883,14.16
4.883,14.648,13.672,0.488,88.867
25.391,15.625,18.555,0.488,29.297
16.113,28.32,18.066,2.441,-49.805
0.488,31.25,19.531,4.395,28.809
-4.395,26.855,12.207,-0.488,34.18
5.371,27.832,7.324,-7.324,-6.836
24.414,31.738,13.672,-1.953,35.645
13.184,31.738,23.926,12.695,31.25
-0.488,27.344,26.855,12.207,7.324
0,19.531,17.578,7.812,-41.992
13.672,15.137,10.742,15.625,-54.688
28.32,20.508,16.113,21.973,35.645
33.691,29.297,20.02,28.32,53.223
28.809,34.18,16.602,27.344,5.859
13.672,34.668,14.16,16.113,44.434
12.695,31.25,10.254,5.371,71.289
51.758,30.762,18.066,9.766,41.504
52.734,34.668,23.926,17.578,27.344
14.16,35.156,22.461,11.719,50.781
4.883,33.203,20.996,6.836,44.922
4.395,30.273,8.789,1.465,8.789
15.625,28.809,16.602,0,10.254
20.996,30.273,35.645,2.441,-8.301
16.113,23.438,36.133,-3.906,20.996
21.973,11.719,33.691,0.488,-18.066
1.465,-4.883,30.762,8.301,-59.57
-4.883,-14.16,35.645,-6.348,12.207
-3.906,-10.742,41.016,-21.973,-10.742
-13.672,-17.578,35.156,-19.531,-32.715
-35.156,-23.926,35.156,-32.715,20.508
-32.715,-19.531,26.855,-47.852,42.48
-24.414,-12.207,20.02,-51.758,1.465
-24.414,-11.23,38.574,-53.223,8.789
-42.969,-16.602,40.039,-51.27,42.969
-61.035,-9.277,33.203,-54.199,32.227
-56.152,-0.977,29.297,-66.895,29.297
-41.016,2.93,26.855,-63.477,-5.859
-27.344,2.93,38.574,-53.711,50.781
-40.527,1.953,39.551,-54.688,17.09
-53.711,1.465,35.156,-54.688,-23.438
-57.129,-0.977,28.32,-59.57,63.965
-56.641,-2.93,18.555,-66.406,72.754
-47.363,-4.883,34.668,-62.988,43.945
-50.293,-10.254,48.828,-55.664,10.742
-70.312,-14.648,40.039,-64.453,-6.348
-64.941,-11.23,30.762,-65.43,21.973
-53.223,-3.418,29.297,-66.406,53.223
-54.688,2.441,29.297,-65.43,0.488
-43.945,7.812,28.809,-54.199,-3.418
-51.27,10.254,18.555,-61.035,5.859
-59.082,8.789,16.602,-63.477,-20.508
-53.711,5.371,23.438,-59.57,52.734
-32.227,6.836,25.879,-59.57,76.66
-39.551,13.184,21.484,-66.895,47.363
