TP9,AF7,AF8,TP10,Right AUX
11.719,25.879,-240.234,24.902,70.801
9.766,24.414,-465.82,18.555,64.941
13.672,29.785,-401.367,10.254,33.691
15.625,30.762,-125.488,9.277,70.312
8.301,29.297,-204.59,7.812,97.656
13.184,30.762,-345.703,13.672,87.402
19.043,30.273,-620.117,16.602,9.277
13.184,30.762,-620.117,12.695,3.906
12.695,29.785,-213.867,9.277,62.988
11.719,26.367,-167.969,4.883,9.766
15.137,24.902,-280.273,6.836,-0.488
12.695,26.367,-327.148,7.324,64.453
9.277,30.273,-369.141,5.371,43.945
11.719,32.227,-363.77,6.836,7.812
14.648,33.203,-312.988,3.418,55.664
22.461,31.738,-319.336,9.277,65.918
25.879,30.273,-398.438,8.301,66.406
23.438,32.227,-452.637,2.441,79.102
19.531,28.809,-433.594,5.371,32.715
35.156,26.855,-319.824,10.742,0
36.133,29.785,-253.906,12.695,20.996
13.672,31.25,-437.5,6.348,16.602
10.254,31.25,-476.562,3.418,0
11.23,28.32,-284.18,1.953,19.043
7.324,29.297,-322.754,3.906,-20.02
15.137,30.762,-294.922,10.254,-12.207
29.297,32.227,-354.98,13.672,79.102
20.996,31.738,-437.5,12.207,57.129
17.578,31.738,-363.77,8.789,-27.344
20.996,33.203,-372.559,13.184,7.324
36.133,32.227,-337.402,18.066,43.945
42.48,35.645,-383.789,10.254,36.133
14.648,37.598,-339.844,7.324,52.246
18.066,34.668,-201.172,5.859,54.688
27.344,32.227,-216.797,5.371,69.824
19.531,31.738,-239.746,13.184,59.57
24.902,32.227,-400.391,11.23,11.719
25.391,31.25,-418.945,2.441,10.254
20.508,28.32,-243.652,-0.977,26.367
25.391,29.297,-227.051,8.789,31.738
32.715,32.227,-212.891,16.113,46.875
42.969,34.668,-330.078,18.066,40.527
38.086,36.621,-433.594,19.531,26.367
20.996,31.25,-339.355,17.578,20.02
19.043,30.762,-324.707,16.113,-31.25
20.02,34.18,-263.184,13.184,-11.719
27.832,33.691,-210.938,13.672,26.367
29.297,35.156,-415.039,18.066,30.762
22.949,35.645,-374.512,13.184,7.324
28.32,36.133,-112.793,14.648,-28.32
31.738,35.156,-187.012,17.578,-6.348
41.504,34.18,-262.695,20.508,6.836
40.527,31.25,-264.648,20.508,32.715
31.738,29.785,-350.098,15.137,17.09
29.785,30.762,-317.383,12.695,7.812
27.832,29.785,-334.473,16.113,-43.457
31.25,31.25,-266.602,18.066,-19.043
28.809,29.297,-336.914,17.578,41.016
24.902,27.832,-545.898,15.625,4.883
36.621,29.297,-261.23,14.16,-5.859
43.945,28.32,-53.711,19.531,-18.066
42.48,28.809,-96.191,27.832,42.48
43.945,29.297,-244.629,21.973,69.336
44.434,26.855,-337.402,17.09,19.531
35.645,28.32,-291.504,15.137,7.324
30.273,28.809,-397.949,15.625,-34.668
31.738,26.855,-421.387,19.043,-62.988
40.527,27.344,-387.207,23.926,-37.598
42.48,28.809,-292.969,27.344,2.93
